"Sneaker_name","Sneaker_url","Sneaker_img","Sneaker_title","Sneaker_title_url","Sneaker_brand","Sneaker_brand_url","Sneaker_description","Sneaker_brand_img","Sneaker_brand_img_url"
"Birkenstock Tema MF (lila / braun)","https://www.43einhalb.com/p/birkenstock-tema-mf-lila-braun-434050","https://43einhalb.com/media/236558/w/616/h/370/n/birkenstock-woman-1013219-tema-mf-lilac-1-kopie.jpg","Tema MF (lila / braun)","","Birkenstock","","Die Birkenstock Sandalen begeistern uns nun schon seit mehr als 240 Jahren und immer wieder beglückt uns das deutsche Traditionsunternehmen mit neuen Kreationen ihrer Klassiker. Der Erfolg von Birkenstock wurzelt in der Hingabe der Familie an die Kunst des orthopädisch inspirierten Schuhmacherhandwerks. Über die Jahrzehnte hinweg ist ein Erfahrungsschatz gereift, der seinesgleichen sucht und der von Generation zu Generation weitergegeben, kultiviert und weiter ausgebaut wird. Das Fußbett ist das Herzstück eines jeden Modells, passt sich individuell an und garantiert den höchsten Tragekomfort, also gib der Sandale ein bisschen Zeit um sich deinem Fuß perfekt anzupassen.
Heute begegnen sie uns überall und sind aus Lifestyle und Fashion nicht mehr wegzudenken, wobei man bei der Dauerpräsenz, die die Schlappen aufweisen, schon nicht mehr nur von einem Trend sprechen kann.
Der Birkenstock Tema hat einen praktischen Klettverschluss und verpasst deinem Outfit einen sportlichen Kick. Durch den Materialmix und das Große Birkenstock Logo auf dem Strap wird diese Sandale zu einem echten Hingucker. Hier kommt die Birkenstock Tema mit einem rosa Strap und einem Korkfarbenen Fußbett.","https://43einhalb.com/media/246935/w/240/h/158/n/246935.jpg","https://www.43einhalb.com/marken/birkenstock"
"Birkenstock Tema MF (rosa / braun)","https://www.43einhalb.com/p/birkenstock-tema-mf-rosa-braun-434100","https://43einhalb.com/media/236579/w/616/h/370/n/birkenstock-woman-1014456-tema-mf-1-kopie.jpg","Tema MF (rosa / braun)","","Birkenstock","","Die Birkenstock Sandalen begeistern uns nun schon seit mehr als 240 Jahren und immer wieder beglückt uns das deutsche Traditionsunternehmen mit neuen Kreationen ihrer Klassiker. Der Erfolg von Birkenstock wurzelt in der Hingabe der Familie an die Kunst des orthopädisch inspirierten Schuhmacherhandwerks. Über die Jahrzehnte hinweg ist ein Erfahrungsschatz gereift, der seinesgleichen sucht und der von Generation zu Generation weitergegeben, kultiviert und weiter ausgebaut wird. Das Fußbett ist das Herzstück eines jeden Modells, passt sich individuell an und garantiert den höchsten Tragekomfort, also gib der Sandale ein bisschen Zeit um sich deinem Fuß perfekt anzupassen.
Heute begegnen sie uns überall und sind aus Lifestyle und Fashion nicht mehr wegzudenken, wobei man bei der Dauerpräsenz, die die Schlappen aufweisen, schon nicht mehr nur von einem Trend sprechen kann.
Der Birkenstock Tema hat einen praktischen Klettverschluss und verpasst deinem Outfit einen sportlichen Kick. Durch den Materialmix und das Große Birkenstock Logo auf dem Strap wird diese Sandale zu einem echten Hingucker. Hier kommt die Birkenstock Tema mit einem rötlichen Strap und einem Korkfarbenen Fußbett.","https://43einhalb.com/media/246935/w/240/h/158/n/246935.jpg","https://www.43einhalb.com/marken/birkenstock"
"Nike React Vision (schwarz/weiß)","https://www.43einhalb.com/p/nike-react-vision-schwarz-weiss-379202","https://43einhalb.com/media/235486/w/616/h/370/n/nike-cd4373-006-react-vision-1.jpg","Cloud ""All Black""","https://www.43einhalb.com/p/on-cloud-all-black-106398","On","https://www.43einhalb.com/p/on-cloud-all-black-106398","Releasedate: 14.05.2020 | Online: 09:00 Uhr
Nike Sportswear ist immer für eine Überraschung zu haben und liefert uns einen krassen Release nach dem anderen! Neben etlichen Neuinterpretationen legt der Swoosh mit ganz neuen Modellen noch einen drauf!
Beim Kreieren neuer Silhouetten überschreitet Nike jegliche Grenzen und präsentierte uns bereits 2019 die »D/MS/X« Serie, die standardmäßige Proportionen in Frage stellt und die Regeln im Sneaker-Design gekonnt ignoriert. Das neueste Mitglied der D/MS/X Serie ist der React Vision, der die einzigartige Polsterung des React Element 87 mit den Materialien klassischer Runner wie dem Air Span II und dem Internationalist kombiniert, wobei der Swoosh eine ganz neue Ästhetik kreiert.
Mehrschichtige Strukturen, Formen und lebhafte Farben ergeben gemeinsam ein Design, das die Vielfalt unserer Träume widerspiegelt. Der React Schaumstoff und die ultraweiche Zunge sorgen für unfassbaren Tragekomfort, während das geschichtete Upper einen kleinen Einblick in Nikes großartige Geschichte gibt.
Der neue Nike React Vision kommt jetzt sehr klassisch in Schwarz und Weiß daher. Das D/MS/X Branding auf der Zunge und der Innensohle vervollständigen den coolen Look.","https://43einhalb.com/media/58940/w/240/h/158/n/58940.jpg","https://www.43einhalb.com/marken/nike"
"Reebok Classic Leather AZ (multi)","https://www.43einhalb.com/p/reebok-classic-leather-az-multi-373142","https://43einhalb.com/media/241580/w/616/h/370/n/reebok-fx2454-cl-leather-az-1.jpg","Classic Leather AZ (multi)","","Reebok","","Es ist kein Geheimnis, dass Reebok ein Händchen dafür hat beinahe vergessene Silhouetten aus den Tiefen der Archiven neues Leben einzuhauchen und in echte Retro-Schätze zu verwandeln. So auch diesmal – Der Classic Leather AZ erstrahlt im authentischen Reebok Style und versprüht coole Oldschool-Vibes. er Obermaterial-Mix aus Nylon, Veloursleder und Glattleder gibt ihm zusätzlich Struktur und Tiefe. Die Außensohle ist im Zehen- und Fersenbereich hochgezogen für einen charakteristischen Look. Die starek Farbkombi liefert einen coolen Kontrast und eine extra Portion an Retro-Charme.","https://43einhalb.com/media/244388/w/240/h/158/n/244388.jpg","https://www.43einhalb.com/marken/reebok"
"adidas Adilette W (pink)","https://www.43einhalb.com/p/adidas-adilette-w-pink-428552","https://43einhalb.com/media/243831/w/616/h/370/n/adidas-wmns-fv0039-adilette-1-kopie.jpg","Arizona BF Patent Fuchsia Tulip","https://www.43einhalb.com/p/birkenstock-arizona-bf-patent-fuchsia-tulip-438400","Birkenstock","https://www.43einhalb.com/p/birkenstock-arizona-bf-patent-fuchsia-tulip-438400","BITTE BEACHTEN: Uns ist aufgefallen, dass die adidas Adilette etwas kleiner ausfällt. Solltet Ihr also zwischen zwei Größen stehen, entscheidet Euch lieber für die größere.
Liebevoll nannte die Süddeutsche Sie »die Proll-Schlappe ohne Schuld«. Als Adi Dassler 1972 die Adilette erfand, tat er dies nicht ohne Grund. Er war den Athleten einen Gefallen schuldig, da sie sich für die Umkleide einen Schuh wünschten, den sie auch in der Dusche tragen konnten. Daraufhin schuf Dassler die Badelatsche aus blauem Gummi mit vorgeformten Fußbett, seitlichen Saugnäpfen für den nötigen Halt an der Sohle und einem gefüttertem Riemen mit den drei weißen Streifen.
Damlals konnte Dassler nicht ahnen, dass die Adidas-Pantolette die heiligen Räume das Olympioniken so schnell verlassen und die Saunalandschaften der Normalbürger erobern würde. Letztendlich schaffte Sie es von dort auch auf die Campingplatze und Straßen deutscher Kleinstädte und schließlich den Bürgersteig vor der Trinkhalle »Seiler« im Kohlhaus zu Fulda.
Die Adilette verschmolz mit uns Deutschen und ruinierte unseren Ruf. Sie sorgte dafür, dass unsere Nachbarn noch heute glauben wir seine im Dauerurlaub und bewegen uns von der Couch, um nach den Chips zu greifen. Nun sind wir aber im 21. Jahrhundert und glauben daran, dass Sie die Stilkrise gemeistert hat. Die Adilette ist ab sofort die passende Antwort auf die FlipFlop und Crocs der Sommersaison - Original bleibt Original.
Jetzt kommt die adidas Adilette W in einem knalligen Pink daher und lässt damit vor allem die Herzen unserer Sneakergirls höher schlagen!","https://43einhalb.com/media/58939/w/240/h/158/n/58939.jpg","https://www.43einhalb.com/marken/adidas"
"New Balance ML574EAF (grau / orange)","https://www.43einhalb.com/p/new-balance-ml574eaf-grau-orange-347778","https://43einhalb.com/media/239737/w/616/h/370/n/nb-774921-60-121-ml574eaf-1.jpg","Cloudswift (blau / weiß)","https://www.43einhalb.com/p/on-cloudswift-blau-weiss-304600","On","https://www.43einhalb.com/p/on-cloudswift-blau-weiss-304600","Wenn man von New Balance spricht, kommt zwangsläufig der 574er zur Sprache. Es ist das seit 1988 immer leuchtende Aushängeschild der Laufschuhmarke, welches Liebhaber als auch New Balance Neulinge gleichermaßen begeistert!
Ausgestattet mit dem ENCAP-System, welches zusätzlich Stabilität und Dämpfung bringt, war der New Balance 574 viele Jahre einer der beliebtesten Laufschuhe. Heute ist er der solideste Lifestyle-Sneaker im New Balance Sortiment, nicht zuletzt weil er den Spagat zwischen Sportlichkeit und Casual wie kaum ein anderer Sneaker beherrscht.
Hier kommt der New Balance ML574EAE mit einem Upper in verschiedenen grautönen und orangenen Details.","https://43einhalb.com/media/212737/w/240/h/158/n/212737.jpg","https://www.43einhalb.com/marken/new-balance"
"Nike React Vision ""Triple White""","https://www.43einhalb.com/p/nike-react-vision-triple-white-379274","https://43einhalb.com/media/235442/w/616/h/370/n/nike-cd4373-101-react-vision-1-kopie.jpg","Force 1 TD (weiß)","https://www.43einhalb.com/p/nike-force-1-td-weiss-251838","Nike","https://www.43einhalb.com/p/nike-force-1-td-weiss-251838","Nike Sportswear ist immer für eine Überraschung zu haben und liefert uns einen krassen Release nach dem anderen! Neben etlichen Neuinterpretationen legt der Swoosh mit ganz neuen Modellen noch einen drauf!
Beim Kreieren neuer Silhouetten überschreitet Nike jegliche Grenzen und präsentierte uns bereits 2019 die »D/MS/X« Serie, die standardmäßige Proportionen in Frage stellt und die Regeln im Sneaker-Design gekonnt ignoriert. Das neueste Mitglied der D/MS/X Serie ist der React Vision, der die einzigartige Polsterung des React Element 87 mit den Materialien klassischer Runner wie dem Air Span II und dem Internationalist kombiniert, wobei der Swoosh eine ganz neue Ästhetik kreiert.
Mehrschichtige Strukturen, Formen und lebhafte Farben ergeben gemeinsam ein Design, das die Vielfalt unserer Träume widerspiegelt. Der React Schaumstoff und die ultraweiche Zunge sorgen für unfassbaren Tragekomfort, während das geschichtete Upper einen kleinen Einblick in Nikes großartige Geschichte gibt.
Der neue Nike React Vision kommt jetzt sehr clean in »Triple White« daher. Das D/MS/X Branding auf der Zunge und der Innensohle vervollständigen den coolen Look.","https://43einhalb.com/media/58940/w/240/h/158/n/58940.jpg","https://www.43einhalb.com/marken/nike"
"Saucony Jazz 4000 (weiß / teal / schwarz)","https://www.43einhalb.com/p/saucony-jazz-4000-weiss-teal-schwarz-391460","https://43einhalb.com/media/235008/w/616/h/370/n/saucony-s70487-2-jazz-4000-1-kopie.jpg","M Clifton 7 (dunkelblau / grün)","https://www.43einhalb.com/p/hoka-one-one-m-clifton-7-dunkelblau-gruen-436120","HOKA ONE ONE","https://www.43einhalb.com/p/hoka-one-one-m-clifton-7-dunkelblau-gruen-436120","»We’re in the shoe business, not in the show business«
Mit diesem Slogan präsentierte Saucony 1993 zum ersten Mal den Jazz 4000. Der Runner ist das fünfte Modell aus der erfolgreichen Jazz-Serie und zählt damit zu den absoluten Saucony OGs!
Bei der Entwicklung des Jazz 4000 hatte der US-Amerikanische Sportartikelhersteller nur ein Ziel: einen ultrabequemen Runner zu kreieren, der den Ansprüchen der Läufer aller Niveaus gerecht wird. Eine echte Herausforderung, die Saucony jedoch mit Bravur meisterte. Damals wurde der Runner sogar von einer Fachzeitschrift mit der »Goldmedaille« für Dämpfung, Stabilität und Komfort ausgezeichnet.
Jetzt bringt Saucony den Jazz 4000 zurück auf die Straße! Damals wie heute kommt der Runner mit einer EVA-Mittelsohle, der durch die XT-600-Außensohle die nötige Stabilität und optimaler Grip verliehen wird. Das besondere an der Außensohle ist die Form: Die dreieckigen »Stollen« bieten nicht nur einen hervorragenden Halt, sondern auch zusätzliche Dämpfung. Auch das Upper steht der Sohle in Sachen Komfort nichts nach. Das atmungsaktive Mesh bekommt durch edle Suede Overlays die nötige Stabilität, während der Stytherm-Heel-Counter die Ferse zusätzlich stützt. Die reflektierenden 3M Details runden den Look perfekt ab!
Mit seinen auffälligen Details legt der Saucony Jazz 4000 ein gelungenes Retro-Comeback hin!","https://43einhalb.com/media/46324/w/240/h/158/n/46324.jpg","https://www.43einhalb.com/marken/saucony"
"Saucony Jazz 4000 (weiß / grau / gelb)","https://www.43einhalb.com/p/saucony-jazz-4000-weiss-grau-gelb-391480","https://43einhalb.com/media/235004/w/616/h/370/n/saucony-s70487-3-jazz-4000-1.jpg","Force 1 TD (weiß)","https://www.43einhalb.com/p/nike-force-1-td-weiss-251838","Nike","https://www.43einhalb.com/p/nike-force-1-td-weiss-251838","»We’re in the shoe business, not in the show business«
Mit diesem Slogan präsentierte Saucony 1993 zum ersten Mal den Jazz 4000. Der Runner ist das fünfte Modell aus der erfolgreichen Jazz-Serie und zählt damit zu den absoluten Saucony OGs!
Bei der Entwicklung des Jazz 4000 hatte der US-Amerikanische Sportartikelhersteller nur ein Ziel: einen ultrabequemen Runner zu kreieren, der den Ansprüchen der Läufer aller Niveaus gerecht wird. Eine echte Herausforderung, die Saucony jedoch mit Bravur meisterte. Damals wurde der Runner sogar von einer Fachzeitschrift mit der »Goldmedaille« für Dämpfung, Stabilität und Komfort ausgezeichnet.
Jetzt bringt Saucony den Jazz 4000 zurück auf die Straße! Damals wie heute kommt der Runner mit einer EVA-Mittelsohle, der durch die XT-600-Außensohle die nötige Stabilität und optimaler Grip verliehen wird. Das besondere an der Außensohle ist die Form: Die dreieckigen »Stollen« bieten nicht nur einen hervorragenden Halt, sondern auch zusätzliche Dämpfung. Auch das Upper steht der Sohle in Sachen Komfort nichts nach. Das atmungsaktive Mesh bekommt durch edle Suede Overlays die nötige Stabilität, während der Stytherm-Heel-Counter die Ferse zusätzlich stützt. Die reflektierenden 3M Details runden den Look perfekt ab!
Mit seinen auffälligen Details legt der Saucony Jazz 4000 ein gelungenes Retro-Comeback hin!","https://43einhalb.com/media/46324/w/240/h/158/n/46324.jpg","https://www.43einhalb.com/marken/saucony"
"Nike WMNS Jordan Modero 2 VP (schwarz / bunt)","https://www.43einhalb.com/p/nike-wmns-jordan-modero-2-vp-schwarz-bunt-440892","https://43einhalb.com/media/239483/w/616/h/370/n/nike-woman-cu2708-901-jordan-modero-2-slide-vp-1-kopie.jpg","WL574ANA (schwarz / grau / leo)","https://www.43einhalb.com/p/new-balance-wl574ana-schwarz-grau-leo-408847","New Balance","https://www.43einhalb.com/p/new-balance-wl574ana-schwarz-grau-leo-408847","An Sommertagen fällt es selbst wahren Jumpman-Fans schwer, auch mal zu offenen Schuhen zu greifen. Damit man auch an den heißesten Tagen nicht auf seine Jordans verzichten muss, müssen neue Slides her!
Das dachte sich wohl auch die Jordan Brand und brachte passend zum Sommeranfang den Nike Jordan Madero 2 VP an den Start. Der Strap der Schlappe ist mit verschiedenfarbigen Jordan-Schnürsenkeln überzogen, was dem Slide einen ganz neuen und auffälligen Look verpasst. Ein besonderes Detail ist ein gewebtes Schild, das sich normalerweise auf der Innenseite der Zunge eines normalen Jordans befindet. Die Insole ist außerdem mit einem schwarzen Kunstleder überzogen, während der Rest der Sohle in einem kontrastreichen Weiß gehalten wurde, um die Slide dem 1er Jordan-Look näherzubringen.","https://43einhalb.com/media/58940/w/240/h/158/n/58940.jpg","https://www.43einhalb.com/marken/nike"
"Nike Daybreak SP (gold/rot)","https://www.43einhalb.com/p/nike-daybreak-sp-gold-rot-401629","https://43einhalb.com/media/234476/w/616/h/370/n/nike-cz0614-700-daybreak-sp-1.jpg","M Challenger ATR 6 GTX (schwarz / gold)","https://www.43einhalb.com/p/hoka-one-one-m-challenger-atr-6-gtx-schwarz-gold-479610","HOKA ONE ONE","https://www.43einhalb.com/p/hoka-one-one-m-challenger-atr-6-gtx-schwarz-gold-479610","Releasedate: 01.05.2020 | Online: 09:00 Uhr.
Bekannt als bahnbrechende Nike -Silhouette, wurde der Nike Daybreak mit einem Upper aus Nylon und Wildleder, einer EVA-Zwischensohle und einer Waffle-Laufsohle ausgestattet, die in der Kurve Stoßdämpfung und Traktion gleichermaßen bietet. Während eine Cup-Innensohle den Druck auf den kompletten Fuß erhöht und verteilt.
Die 1970er Jahre sind wohl die goldene Ära der Nike-Schuhe, das Jahrzehnt brachte einige der legendärsten Laufschuhe von Nike hervor, die auch heute noch 40 Jahre später, ihre Designs inspirieren. Ähnlich im Design wie einige der anderen Klassiker der in Oregon ansässigen Marke - nämlich LDV und Air Tailwind ’79 - verfügt der Daybreak über ein frühes revolutionäres Stück Nike-Technologie: die Waffle-Laufsohle.
Nur wenige Marken werden für ihre Laufsohle geliebt, aber bereits in den 70er Jahren führte die Suche nach einer Sohle, die den Halt auf einer Vielzahl von Oberflächen nicht verliert, zur Erfindung der legendären Waffle-Laufsohle. Die Geschichte der Erfindung des Nike Gründers Bill Bowerman hat sich in der Geschichte der Schuhindustrie niedergeschlagen: Anscheinend kam Bills eureka Moment, als er am Frühstückstisch über einem Waffelteller saß. Die Waffeleisen-Laufsohle, die mit dem Austausch von Teig gegen Urethan experimentierte, war ein Wendepunkt und bot klebstoffähnlichen Halt auf einer Vielzahl von Laufflächen.
Hier kommt der Nike Daybreak in einem goldenen Colorway daher. Die roten Details, sowie die weiße Zwischensohle und die Schwarze Außensohle runden den Look perfekt ab.","https://43einhalb.com/media/58940/w/240/h/158/n/58940.jpg","https://www.43einhalb.com/marken/nike"
"On WMNS Cloud Hi Edge Cypress / Apricot","https://www.43einhalb.com/p/on-wmns-cloud-hi-edge-cypress-apricot-435042","https://43einhalb.com/media/239333/w/616/h/370/n/on-woman-2899663-cloud-hi-edge-1-kopie.jpg","Atacama (olive / schwarz)","https://www.43einhalb.com/p/birkenstock-atacama-olive-schwarz-400724","Birkenstock","https://www.43einhalb.com/p/birkenstock-atacama-olive-schwarz-400724","Ausbrechen, statt anpassen.
Der Cloud Hi Edge verbindet sportliche High-Tech-Materialien und strassentaugliches Sneakerdesign. Die Aussensohle mit CloudTec® aus Helion-Superfoam mit extra rutschfestem Profil definiert Sneaker ganz neu. Perfekt für den Stadtdschungel, Outdoor-Touren und Reisen.
Eine Kombination aus ultraleichtem Mesh-Gewebe und Kunstnubuckleder sorgt für ein frisches Fussgefühl und einen frischen Look. Details wie das Lace Loop-Logo und das spezielle Schnürsystem machen den Schuh zum echten Eyecatcher. Der Cloud Hi Edge - für alle, die ein bisschen anders ticken.
Der Cloud Hi Edge sprengt alle Schuhkategorien für kompromisslose Performance. Die Limited Edition verbindet Sneakerdesign, High Tech aus dem Spitzensport und alpines Abenteuer. Für urbane Abenteurer, die noch einen Schritt weiter gehen wollen.","https://43einhalb.com/media/196879/w/240/h/158/n/196879.jpg","https://www.43einhalb.com/marken/on"
"On WMNS Cloud Hi Edge Shark / Damson","https://www.43einhalb.com/p/on-wmns-cloud-hi-edge-shark-damson-435018","https://43einhalb.com/media/239317/w/616/h/370/n/on-woman-2899662-cloud-hi-edge-1-kopie.jpg","Cloud Hi (grau)","https://www.43einhalb.com/p/on-cloud-hi-grau-362677","On","https://www.43einhalb.com/p/on-cloud-hi-grau-362677","Ausbrechen, statt anpassen.
Der Cloud Hi Edge verbindet sportliche High-Tech-Materialien und strassentaugliches Sneakerdesign. Die Aussensohle mit CloudTec® aus Helion-Superfoam mit extra rutschfestem Profil definiert Sneaker ganz neu. Perfekt für den Stadtdschungel, Outdoor-Touren und Reisen.
Eine Kombination aus ultraleichtem Mesh-Gewebe und Kunstnubuckleder sorgt für ein frisches Fussgefühl und einen frischen Look. Details wie das Lace Loop-Logo und das spezielle Schnürsystem machen den Schuh zum echten Eyecatcher. Der Cloud Hi Edge - für alle, die ein bisschen anders ticken.
Der Cloud Hi Edge sprengt alle Schuhkategorien für kompromisslose Performance. Die Limited Edition verbindet Sneakerdesign, High Tech aus dem Spitzensport und alpines Abenteuer. Für urbane Abenteurer, die noch einen Schritt weiter gehen wollen.","https://43einhalb.com/media/196879/w/240/h/158/n/196879.jpg","https://www.43einhalb.com/marken/on"
"adidas NMD_R1 ""Pride Pack""","https://www.43einhalb.com/p/adidas-nmd_r1-pride-pack-373886","https://43einhalb.com/media/241618/w/616/h/370/n/adidas-fy9024-nmd_r1-pride-1.jpg","Force 1 TD (weiß)","https://www.43einhalb.com/p/nike-force-1-td-weiss-251838","Nike","https://www.43einhalb.com/p/nike-force-1-td-weiss-251838","Jedes Jahr im Juni beginnt der Pride Monat, ein vierwöchiges Fest der LGBTQ+ (Lesbian, Gay, Bisexual and Transgender) Community. Und anlässlich dieser Feierlichkeit bringt adidas das »Pride Pack« an den Start.
2020 hat adidas mal wieder einige der populärsten Styles aus dem Archiv in den »Pride Farben« eingekleidet. Dieses Jahr habt ihr eine Auswahl aus sechs unterschiedlichen Colorways, darunter befindet sich auch der ikonische adidas NMD_R1.","https://43einhalb.com/media/58939/w/240/h/158/n/58939.jpg","https://www.43einhalb.com/marken/adidas"
"Nike Air Cross Trainer 3 Low ""Infrared""","https://www.43einhalb.com/p/nike-air-cross-trainer-3-low-infrared-415608","https://43einhalb.com/media/243182/w/616/h/370/n/nike-cn0924-101-nike-air-cross-trainer-3-low-1-kopie.jpg","Air Cross Trainer 3 Low ""Infrared""","","Nike","","Bevor »Athleisure« und »Dad Shoes« in unseren Alltagsjargon Einzug hielten, kam mit dem Fitnessboom in den 80er Jahren die Idee des »Cross Trainers« auf. Mit ihm entfesselte der Swoosh eine Reihe gewagter, branchenprägender Designs, die sich für das Tragen im Kraftraum, auf dem Platz und auf dem Rasen eignen.
Der 1990 eingeführte Nike Air Cross Trainer 3 Low wurde mit ästhetischen Hinweisen auf den bekannten Air Trainer SC High designed. Der Schuh wurde durch ein subtiles Farbschema des Uppers definiert, das durch Farbakzente auf der Zunge und der Midsole ergänzt wurde - ein Merkmal, das sich auch in der 2020er Version wieder finden lässt!
Dieser neue Nike Air Cross Trainer 3 Low »Infrared« kommt mit einer weißen Leder-Base auf dem Upper daher, die on top mit perforierten Details ausgestattet wurde. Rote Akzente auf den Seitenpartien, der Ferse und auf der Zwischensohle sowie die roten Zunge vervollständigen den sportlichen Look!","https://43einhalb.com/media/58940/w/240/h/158/n/58940.jpg","https://www.43einhalb.com/marken/nike"
"Nike Air Max 95 ""Greedy""","https://www.43einhalb.com/p/nike-air-max-95-greedy-381062","https://43einhalb.com/media/243787/w/616/h/370/n/nike-cj0589-001-air-max-95-qs-1-kopie.jpg","WL574ANA (schwarz / grau / leo)","https://www.43einhalb.com/p/new-balance-wl574ana-schwarz-grau-leo-408847","New Balance","https://www.43einhalb.com/p/new-balance-wl574ana-schwarz-grau-leo-408847","Nike hat 2020 gleich doppelten Grund zu feiern: Neben dem 30. Jubiläums des Air Max 90 steht nämlich auch der 25. Geburtstag des Air Max 95 auf der Agenda! Grund genug um mit dem neuen AM 95 »Greedy« die 90er wieder auferstehen zu lassen!
Der AM 95 ist ohne Zweifel ein ganz besonderes Modell unter der Air Max-Reihe. Denn was ist besser als ein AirPad in der Mittelsohle? Genau, zwei AirPads in der Mittelsohle. Und genau damit ist der Air Max 95 als Einziger der Air Max Serie ausgestattet.
Der Schöpfer und Designer Sergio Lonzano nahm den Aufbau des menschlichen Körpers als Inspiration für die Gestaltung des Nike Air Max 95. So steht die geschwungene Mittelsohle für die Wirbelsäule des Menschen. Verschiedenen Lagen des Uppers stellen Gewebe und Musklen dar, während das Schnürsystem die Rippen repräsentiert. Ungewöhnlich, aber ebenso beliebt war der Verzicht auf einen übergroßen Swoosh auf der Seite. Das berühmte Nike-Logo ziert nur verhältnismäßig zurückhaltend den hinteren Bereich des Schuhs.
Das Konzept des neuen Air Max »Greedy« soll eine Fortsetzung sein, die wir zum ersten Mal zum 20-jährigen Jubiläum der Silhouette 2015 gesehen haben. Auf dem rechten Schuh sind »Volt«-Schlaufen sowie die roten Akzente auf der Zunge wieder zufinden. Die Einlegesohle ist Blau gefärbt und passt sich dem Tongue Tag vom linken Schuh an. Die andere Seite kommt mit roten und blauen Akzente um die Ecke, während sich die inneren und vorderen Partien in Grau- und Weißtöne bewegen.","https://43einhalb.com/media/58940/w/240/h/158/n/58940.jpg","https://www.43einhalb.com/marken/nike"
"New Balance M997SOE (braun / blau)","https://www.43einhalb.com/p/new-balance-m997soe-braun-blau-358145","https://43einhalb.com/media/238690/w/616/h/370/n/nb-781271-60-9-m997soe-1.jpg","ML574XAA (braun)","https://www.43einhalb.com/p/new-balance-ml574xaa-braun-409515","New Balance","https://www.43einhalb.com/p/new-balance-ml574xaa-braun-409515","Ursprünglich wurde der New Balance 997 - Made in USA im Jahr 1991 als Nachfolger des 996 präsentiert und revolutionierte damit den Laufschuhmarkt. Encap und C-Cap Dämpfungstechnologie wurden erstmals zusammen in einem New Balance Runner verwendet und stellten damit eine große Neuerung im Running-Bereich dar. 1994 wurde der bequeme Laufschuh eingestellt und erst 2014 wieder aus den Archiven geholt. Seitdem ist er ein absolut ikonischer Bestandteil der Sneakerszene und darf in keiner New Balance Sammlung fehlen!
Jetzt liefert und New Balance einen neuen 997er »Made in USA«, der mit seinem einzigartigen Farbschema auf ganzer Linie überzeugt!","https://43einhalb.com/media/212737/w/240/h/158/n/212737.jpg","https://www.43einhalb.com/marken/new-balance"
"New Balance M990GT5 - Made in USA (grau / dunkelblau)","https://www.43einhalb.com/p/new-balance-m990gt5-made-in-usa-grau-dunkelblau-357339","https://43einhalb.com/media/238680/w/616/h/370/n/nb-779891-60-5-m990gt5-1.jpg","Cloud Hi (grau)","https://www.43einhalb.com/p/on-cloud-hi-grau-362677","On","https://www.43einhalb.com/p/on-cloud-hi-grau-362677","In den letzten zwei Jahren war kaum ein Typ Schuh so allgegenwärtig, wie dieser: der »Dad Shoe« hat einen steilen Aufstieg hinter sich und ist aus der Sneaker und Streetwear nicht mehr wegzudenken. Dabei kann ein Sneaker mit Fug und Recht behaupten , »the original Dad Shoe« zu sein – der New Balance 990.
Kaum ein andere Schuh schafft es aktuell, so vielseitig getragen zu werden. New Balance brachte Anfang 2019 den V5 des klassischen 990ers wieder auf den Markt und war sich dessen Ruf natürlich bewusst. So wird mit Claims wie »Worn by Supermodels in London, and Dads in Ohio« oder »Worn on fashion runaways, and morning runs« geworben, um die Vielseitigkeit des Schuhs zu zeigen.
Der 990 V5 trägt ganz klar den 990er Look, ein paar Updates wurden dennoch vorgenommen. So wurde die Mittelsohle etwas vereinfacht, um moderner auszusehen. Dazu kommt ein neuartiger TPU-Strap auf der Seite des Schuhs sowie die ultra-softe Ortholite-Innensohle im Schuh. Zunge und Ferse tragen das V5 Logo und refkletierende Details sorgen dafür, dass du auch bei schlechten Sichtverhältnissen gesehen wirst!
Ganz klar setzt der V5 die Tradition der 990er fort und zeigt, dass man den Mythos eines Klassikers am Leben erhalten kann, in dem immer mal nur Nuancen upgedatet werden!","https://43einhalb.com/media/212737/w/240/h/158/n/212737.jpg","https://www.43einhalb.com/marken/new-balance"
